vol,ask,bid,open,close,high,low,start,end
941256,80987.25,80972.75,2791.25,2792.75,2795.25,2789.25,2017-10-06 08:30:00,2017-10-06 15:30:00
600006,81004.5,80991,2797,2791.75,2797.75,2787,2017-10-09 08:30:00,2017-10-09 15:30:00
1018130,81058.5,81044,2796,2796.5,2801,2790.5,2017-10-10 08:30:00,2017-10-10 15:30:00
684659,81142.25,81128,2795.25,2800.75,2801.25,2793.75,2017-10-11 08:30:00,2017-10-11 15:30:00
809583,78375.75,78362,2796.25,2796.5,2801,2794,2017-10-12 08:30:00,2017-10-12 15:45:00
743696,78455,78441.75,2801.5,2800.5,2803.25,2798,2017-10-13 08:30:00,2017-10-13 15:45:00
682917,78459,78445.5,2802.5,2803.5,2805.5,2798.5,2017-10-16 08:30:00,2017-10-16 15:45:00
626013,78482.5,78468.5,2802.25,2804.5,2805.5,2800,2017-10-17 08:30:00,2017-10-17 15:45:00
612863,78637.25,78623.25,2810,2808,2810,2805,2017-10-18 08:30:00,2017-10-18 15:45:00
997045,78468.25,78454.25,2797.75,2808.25,2809.25,2793,2017-10-19 08:30:00,2017-10-19 15:45:00
987638,78898.75,78885.5,2815.75,2822,2822.25,2813.75,2017-10-20 08:30:00,2017-10-20 15:45:00
1039287,78933.75,78920.25,2824.25,2810,2824.5,2809.75,2017-10-23 08:30:00,2017-10-23 15:45:00
839947,78833.25,78820.5,2816,2812.75,2818,2811,2017-10-24 08:30:00,2017-10-24 15:45:00
1899776,78442.25,78428.5,2811,2807,2812.75,2789.25,2017-10-25 08:30:00,2017-10-25 15:45:00
1113527,78657.5,78643.5,2809,2809,2812.75,2803.25,2017-10-26 08:30:00,2017-10-26 15:45:00
1282250,79044.25,79030.25,2815,2826,2828.5,2811,2017-10-27 08:30:00,2017-10-27 15:45:00
1027101,78945.5,78931.75,2821,2815.5,2825.25,2813.25,2017-10-30 08:30:00,2017-10-30 15:45:00
923257,78994.5,78981,2820.75,2820.5,2823.25,2816.75,2017-10-31 08:30:00,2017-10-31 15:45:00
1069635,79145,79131.75,2829.75,2822.5,2833.25,2819.25,2017-11-01 08:30:00,2017-11-01 15:45:00
1067506,78979.25,78965.75,2822.5,2825.25,2826,2810,2017-11-02 08:30:00,2017-11-02 15:45:00
827609,79209.75,79196.75,2826.75,2829.5,2833.25,2821.25,2017-11-03 08:30:00,2017-11-03 15:45:00
